"","funds_optimal","comp"
"719",1,"T=1"
"720",1,"T=1"
"721",1.74812155211883,"T=1"
"722",1,"T=1"
"723",1,"T=1"
"724",1.77070409667661,"T=1"
"725",1.793579370416,"T=1"
"726",1,"T=1"
"727",1.76362528453912,"T=1"
"728",1.75435506972422,"T=1"
"729",1,"T=1"
"730",1.76864447126652,"T=1"
"731",1.74718267962015,"T=1"
"732",1.7425524653148,"T=1"
"733",1.74071990609631,"T=1"
"734",1,"T=1"
"735",1.75933947784504,"T=1"
"736",1.76830426615085,"T=1"
"737",1.79008589871324,"T=1"
"738",1.7649563552033,"T=1"
"739",1.76330155866019,"T=1"
"740",1.74180007618981,"T=1"
"741",1,"T=1"
"742",1.76429988458292,"T=1"
"743",1.79151936086646,"T=1"
"744",1,"T=1"
"745",1.73863137575833,"T=1"
"746",1.74676799180867,"T=1"
"747",1.74242987031659,"T=1"
"748",1.74561981462061,"T=1"
"749",1,"T=1"
"750",1,"T=1"
"751",1.77363356936801,"T=1"
"752",1.7513753672171,"T=1"
"753",1.76564400868216,"T=1"
"754",1.76549890500951,"T=1"
"755",1,"T=1"
"756",1,"T=1"
"757",1,"T=1"
"758",1.7545878884584,"T=1"
"759",1.76079435691468,"T=1"
"760",1,"T=1"
"761",1,"T=1"
"762",1,"T=1"
"763",1.73754359661003,"T=1"
"764",1,"T=1"
"765",1,"T=1"
"766",1,"T=1"
"767",1.76553639084896,"T=1"
"768",1,"T=1"
"769",1.74003140297799,"T=1"
"770",1.74197933602664,"T=1"
"771",1,"T=1"
"772",1.73989126858574,"T=1"
"773",1.73693220058789,"T=1"
"774",1.76597101596144,"T=1"
"775",1.76112918829526,"T=1"
"776",1.75220007212946,"T=1"
"777",1.739049275774,"T=1"
"778",1,"T=1"
"779",1.77987377684578,"T=1"
"780",1,"T=1"
"781",1,"T=1"
"782",1,"T=1"
"783",1,"T=1"
"784",1,"T=1"
"785",1.73986634319839,"T=1"
"786",1.73236273916549,"T=1"
"787",1.74939728600579,"T=1"
"788",1.75610345848238,"T=1"
"789",1.78867791499561,"T=1"
"790",1.74421722749438,"T=1"
"791",1.75090238316692,"T=1"
"792",1.75516454990069,"T=1"
"793",1.73363025224267,"T=1"
"794",1.81549469348946,"T=1"
"795",1,"T=1"
"796",1.75469131809426,"T=1"
"797",1.73884069527263,"T=1"
"798",1.74411244406484,"T=1"
"799",1.75453044134066,"T=1"
"800",1.74602575732209,"T=1"
"801",1.74322546909957,"T=1"
"802",1,"T=1"
"803",1.73465480707084,"T=1"
"804",1.7414837445613,"T=1"
"805",1.75662635142176,"T=1"
"806",1,"T=1"
"807",1.7392749048947,"T=1"
"808",1.74051093506317,"T=1"
"809",1.74321940742796,"T=1"
"810",1.74122470074367,"T=1"
"811",1,"T=1"
"812",1.73410928733986,"T=1"
"813",1.74283149515007,"T=1"
"814",1.75697658332786,"T=1"
"815",1.7649575066108,"T=1"
"816",1,"T=1"
"817",1,"T=1"
"818",1,"T=1"
"819",1.73821813899215,"T=1"
"820",1,"T=1"
"821",1,"T=1"
"822",1,"T=1"
"823",1,"T=1"
"824",1.76612243141836,"T=1"
"825",1.73947870913911,"T=1"
"826",1,"T=1"
"827",1.74118835053344,"T=1"
"828",1,"T=1"
"829",1.7672271686377,"T=1"
"830",1,"T=1"
"831",1,"T=1"
"832",1.73974501336007,"T=1"
"833",1,"T=1"
"834",1.75052773558056,"T=1"
"835",1.7675904995706,"T=1"
"836",1.75793760214122,"T=1"
"837",1.73582538889116,"T=1"
"838",1.7586699825636,"T=1"
"839",1,"T=1"
"840",1,"T=1"
"841",1,"T=1"
"842",1,"T=1"
"843",1.73781877227269,"T=1"
"844",1,"T=1"
"845",1,"T=1"
"846",1,"T=1"
"847",1,"T=1"
"848",1,"T=1"
"849",1.78413504182691,"T=1"
"850",1.78075400203786,"T=1"
"851",1,"T=1"
"852",1.73954734038924,"T=1"
"853",1,"T=1"
"854",1.75376315151909,"T=1"
"855",1.7483567623494,"T=1"
"856",1.75688387356792,"T=1"
"857",1,"T=1"
"858",1,"T=1"
"859",1,"T=1"
"860",1,"T=1"
"861",1,"T=1"
"862",1.76095641644633,"T=1"
"863",1,"T=1"
"864",1,"T=1"
"865",1.75830916150881,"T=1"
"866",1.75219217034658,"T=1"
"867",1.76105572837366,"T=1"
"868",1.73688377943186,"T=1"
"869",1.75429620739815,"T=1"
"870",1,"T=1"
"871",1,"T=1"
"872",1.75834599563786,"T=1"
"873",1.73277486894178,"T=1"
"874",1.75551454228412,"T=1"
"875",1.75656608419067,"T=1"
"876",1.74967056532565,"T=1"
"877",1.74526725220997,"T=1"
"878",1.75423809964786,"T=1"
"879",1.73549848171216,"T=1"
"880",1.76407005016745,"T=1"
"881",1.75320323365581,"T=1"
"882",1,"T=1"
"883",1,"T=1"
"884",1.7374882826172,"T=1"
"885",1,"T=1"
"886",1,"T=1"
"887",1.74698135464439,"T=1"
"888",1.74110233502525,"T=1"
"889",1.73825943004532,"T=1"
"890",1,"T=1"
"891",1.74269059946441,"T=1"
"892",1,"T=1"
"893",1,"T=1"
"894",1.76022815278685,"T=1"
"895",1.7418714458852,"T=1"
